tags_power,ts,cooling_kw,energy_reuse,ere,hvac_kw,it_power_kw,plug_and_light_kw,pue,pump_kw,day_power,tags_weather,outdoor_air_humidity,outdoor_air_temp,unit,day_weather,hour_of_day,minute_of_day,day_of_week,month,date,is_weekend,total_facility_kw,cooling_to_it_ratio,load_level,pue_category
,2016-07-28 13:55:24+00:00,8.07,,0.96,8.74,873.12,3.71,1.036,10.92,28,,49.6,72.8,,28,13,835,Thursday,7,2016-07-28,False,904.5600000000001,0.009242715777899946,Low,Excellent
,2016-07-28 13:56:20+00:00,8.07,,0.955,8.74,873.67,3.68,1.037,12.12,28,,48.2,72.8,,28,13,836,Thursday,7,2016-07-28,False,906.28,0.009236897226641639,Low,Excellent
,2016-07-28 13:57:22+00:00,7.97,,0.958,8.84,873.52,3.68,1.037,12.12,28,,49.5,72.8,,28,13,837,Thursday,7,2016-07-28,False,906.1299999999999,0.009124004029673047,Low,Excellent
,2016-07-28 13:58:20+00:00,8.17,,0.959,8.32,871.96,3.71,1.036,11.22,28,,49.1,72.9,,28,13,838,Thursday,7,2016-07-28,False,903.3800000000001,0.009369695857608147,Low,Excellent
,2016-07-28 13:59:24+00:00,7.97,,0.962,8.31,871.49,3.66,1.036,11.22,28,,48.9,72.9,,28,13,839,Thursday,7,2016-07-28,False,902.65,0.00914525697368874,Low,Excellent
,2016-07-28 14:00:25+00:00,7.87,,0.965,8.72,874.25,3.73,1.036,11.12,28,,48.8,73.0,,28,14,840,Thursday,7,2016-07-28,False,905.69,0.009002001715756363,Low,Excellent
,2016-07-28 14:01:29+00:00,7.87,,0.961,8.72,873.05,3.73,1.036,11.22,28,,48.7,73.1,,28,14,841,Thursday,7,2016-07-28,False,904.59,0.009014374892617834,Low,Excellent
,2016-07-28 14:02:22+00:00,8.17,,0.966,8.92,873.13,3.68,1.037,11.22,28,,48.8,73.2,,28,14,842,Thursday,7,2016-07-28,False,905.12,0.009357140402918237,Low,Excellent
,2016-07-28 14:03:20+00:00,8.07,,0.966,8.79,871.16,3.66,1.036,11.22,28,,48.5,73.2,,28,14,843,Thursday,7,2016-07-28,False,902.9,0.009263510721337069,Low,Excellent
,2016-07-28 14:04:21+00:00,7.87,,0.966,8.24,870.58,3.68,1.036,11.52,28,,47.7,73.2,,28,14,844,Thursday,7,2016-07-28,False,901.89,0.00903995037790898,Low,Excellent
,2016-07-28 14:05:22+00:00,7.87,,0.967,8.32,872.21,3.73,1.036,11.52,28,,47.9,73.3,,28,14,845,Thursday,7,2016-07-28,False,903.6500000000001,0.009023056374038363,Low,Excellent
,2016-07-28 14:06:23+00:00,7.67,,0.961,8.29,872.2,3.16,1.035,11.13,28,,48.2,73.4,,28,14,846,Thursday,7,2016-07-28,False,902.45,0.008793854620499884,Low,Excellent
,2016-07-28 14:07:22+00:00,7.67,,0.961,8.29,873.75,3.16,1.035,11.12,28,,46.8,73.5,,28,14,847,Thursday,7,2016-07-28,False,903.99,0.008778254649499285,Low,Excellent
,2016-07-28 14:08:20+00:00,7.57,,0.962,7.79,875.24,3.16,1.034,11.12,28,,46.3,73.5,,28,14,848,Thursday,7,2016-07-28,False,904.88,0.008649056258854714,Low,Excellent
,2016-07-28 14:09:22+00:00,7.57,,0.962,7.84,874.88,3.2,1.034,11.12,28,,46.7,73.6,,28,14,849,Thursday,7,2016-07-28,False,904.61,0.008652615215801025,Low,Excellent
,2016-07-28 14:10:24+00:00,7.37,,0.962,8.32,874.28,3.18,1.034,11.12,28,,47.3,73.7,,28,14,850,Thursday,7,2016-07-28,False,904.27,0.008429793658782084,Low,Excellent
,2016-07-28 14:11:21+00:00,7.37,,0.965,8.32,875.53,3.2,1.034,11.12,28,,47.1,73.7,,28,14,851,Thursday,7,2016-07-28,False,905.5400000000001,0.008417758386348841,Low,Excellent
,2016-07-28 14:12:21+00:00,6.87,,0.967,8.39,875.08,3.18,1.034,11.12,28,,46.7,73.7,,28,14,852,Thursday,7,2016-07-28,False,904.64,0.007850710792156145,Low,Excellent
,2016-07-28 14:13:21+00:00,6.67,,0.96,8.42,875.65,3.2,1.034,11.12,28,,46.2,73.9,,28,14,853,Thursday,7,2016-07-28,False,905.0600000000001,0.007617198652429624,Low,Excellent
,2016-07-28 14:14:23+00:00,6.77,,0.962,9.02,873.13,3.18,1.034,10.82,28,,45.8,73.9,,28,14,854,Thursday,7,2016-07-28,False,902.92,0.007753713650888183,Low,Excellent
,2016-07-28 14:15:23+00:00,6.57,,0.967,8.92,873.98,3.23,1.034,10.82,28,,45.4,74.1,,28,14,855,Thursday,7,2016-07-28,False,903.5200000000001,0.007517334492780156,Low,Excellent
,2016-07-28 14:16:23+00:00,6.57,,0.968,9.02,871.03,3.18,1.036,12.22,28,,45.2,74.2,,28,14,856,Thursday,7,2016-07-28,False,902.02,0.007542794163232037,Low,Excellent
,2016-07-28 14:17:21+00:00,6.57,,0.967,8.99,872.44,3.16,1.035,12.22,28,,45.2,74.3,,28,14,857,Thursday,7,2016-07-28,False,903.38,0.007530603823758654,Low,Excellent
,2016-07-28 14:18:20+00:00,6.67,,0.967,8.72,870.41,3.2,1.035,11.62,28,,45.5,74.5,,28,14,858,Thursday,7,2016-07-28,False,900.62,0.007663055341735504,Low,Excellent
,2016-07-28 14:19:23+00:00,6.57,,0.969,8.72,875.42,3.64,1.035,11.62,28,,45.0,74.6,,28,14,859,Thursday,7,2016-07-28,False,905.9699999999999,0.007504969043430582,Low,Excellent
,2016-07-28 14:20:24+00:00,6.87,,0.966,8.12,873.22,3.68,1.034,10.82,28,,45.1,74.7,,28,14,860,Thursday,7,2016-07-28,False,902.71,0.00786743317835139,Low,Excellent
,2016-07-28 14:21:21+00:00,7.27,,0.963,8.09,874.51,3.66,1.034,10.82,28,,45.1,74.7,,28,14,861,Thursday,7,2016-07-28,False,904.35,0.008313226835599364,Low,Excellent
,2016-07-28 14:22:24+00:00,7.27,,0.959,8.22,876.48,5.52,1.037,11.42,28,,45.6,74.8,,28,14,862,Thursday,7,2016-07-28,False,908.91,0.008294541803577948,Low,Excellent
,2016-07-28 14:23:21+00:00,7.27,,0.96,8.22,875.5,6.69,1.038,11.42,28,,45.8,74.8,,28,14,863,Thursday,7,2016-07-28,False,909.1,0.008303826384922901,Low,Excellent
,2016-07-28 14:24:22+00:00,7.37,,0.96,8.62,876.92,6.99,1.04,11.92,28,,46.2,74.9,,28,14,864,Thursday,7,2016-07-28,False,911.8199999999999,0.008404415454089313,Low,Excellent
,2016-07-28 14:25:23+00:00,7.57,,0.964,8.59,878.75,6.95,1.04,11.92,28,,46.6,75.0,,28,14,865,Thursday,7,2016-07-28,False,913.78,0.008614509246088194,Low,Excellent
,2016-07-28 14:26:21+00:00,7.87,,0.963,8.82,876.43,6.96,1.04,11.12,28,,46.6,74.9,,28,14,866,Thursday,7,2016-07-28,False,911.2,0.008979610465182617,Low,Excellent
,2016-07-28 14:27:21+00:00,7.87,,0.97,8.92,875.88,6.93,1.04,11.12,28,,46.0,75.0,,28,14,867,Thursday,7,2016-07-28,False,910.7199999999999,0.00898524912088414,Low,Excellent
,2016-07-28 14:28:21+00:00,7.97,,0.972,9.22,876.43,6.96,1.04,11.23,28,,45.7,75.0,,28,14,868,Thursday,7,2016-07-28,False,911.8100000000001,0.009093709708704632,Low,Excellent
,2016-07-28 14:29:23+00:00,7.97,,0.974,9.19,878.39,6.96,1.04,11.22,28,,45.9,75.0,,28,14,869,Thursday,7,2016-07-28,False,913.73,0.009073418413233302,Low,Excellent
,2016-07-28 14:30:24+00:00,8.97,,0.971,8.59,863.01,6.38,1.041,11.42,28,,46.7,75.0,,28,14,870,Thursday,7,2016-07-28,False,898.3699999999999,0.010393854068898391,Low,Excellent
,2016-07-28 14:31:22+00:00,8.97,,0.972,8.62,863.85,6.43,1.041,11.42,28,,47.7,75.1,,28,14,871,Thursday,7,2016-07-28,False,899.29,0.010383747178329572,Low,Excellent
,2016-07-28 14:32:24+00:00,8.97,,0.97,7.82,861.33,6.5,1.04,11.52,28,,47.2,75.1,,28,14,872,Thursday,7,2016-07-28,False,896.14,0.010414126989655532,Low,Excellent
,2016-07-28 14:33:20+00:00,9.07,,0.968,7.82,882.73,6.43,1.039,11.52,28,,47.4,75.2,,28,14,873,Thursday,7,2016-07-28,False,917.5699999999999,0.010274942507901624,Low,Excellent
,2016-07-28 14:34:21+00:00,9.27,,0.968,7.42,886.3,6.46,1.039,11.82,28,,48.0,75.2,,28,14,874,Thursday,7,2016-07-28,False,921.2700000000001,0.010459212456278913,Low,Excellent
,2016-07-28 14:35:24+00:00,9.27,,0.967,7.52,876.52,6.46,1.04,11.82,28,,47.9,75.2,,28,14,875,Thursday,7,2016-07-28,False,911.59,0.010575913841098891,Low,Excellent
,2016-07-28 14:36:21+00:00,9.67,,0.97,8.12,876.71,6.43,1.041,11.62,28,,47.7,75.3,,28,14,876,Thursday,7,2016-07-28,False,912.55,0.011029873048100283,Low,Excellent
,2016-07-28 14:37:24+00:00,9.67,,0.97,7.99,875.15,6.45,1.041,11.62,28,,47.2,75.4,,28,14,877,Thursday,7,2016-07-28,False,910.88,0.011049534365537336,Low,Excellent
,2016-07-28 14:38:21+00:00,9.57,,0.974,8.89,874.61,6.43,1.042,11.62,28,,47.2,75.4,,28,14,878,Thursday,7,2016-07-28,False,911.12,0.01094201987171425,Low,Excellent
,2016-07-28 14:39:23+00:00,9.47,,0.97,8.99,874.68,6.46,1.042,11.62,28,,47.3,75.5,,28,14,879,Thursday,7,2016-07-28,False,911.22,0.010826816664380118,Low,Excellent
,2016-07-28 14:40:24+00:00,9.67,,0.975,9.59,875.28,6.41,1.043,11.72,28,,47.6,75.5,,28,14,880,Thursday,7,2016-07-28,False,912.67,0.011047893245589984,Low,Excellent
,2016-07-28 14:41:22+00:00,9.67,,0.971,9.52,874.64,6.45,1.043,11.72,28,,47.6,75.6,,28,14,881,Thursday,7,2016-07-28,False,912.0,0.011055977316381598,Low,Excellent
,2016-07-28 14:42:20+00:00,9.27,,0.968,9.39,873.58,6.46,1.042,11.72,28,,47.6,75.6,,28,14,882,Thursday,7,2016-07-28,False,910.4200000000001,0.010611506673687583,Low,Excellent
,2016-07-28 14:43:21+00:00,9.17,,0.968,9.39,873.87,6.46,1.042,11.72,28,,47.7,75.7,,28,14,883,Thursday,7,2016-07-28,False,910.6100000000001,0.010493551672445558,Low,Excellent
,2016-07-28 14:44:23+00:00,9.57,,0.966,8.69,872.77,6.75,1.041,10.93,28,,47.6,75.7,,28,14,884,Thursday,7,2016-07-28,False,908.7099999999999,0.010965088167558463,Low,Excellent
,2016-07-28 14:45:23+00:00,9.57,,0.963,8.79,873.66,6.43,1.041,10.82,28,,47.7,75.8,,28,14,885,Thursday,7,2016-07-28,False,909.27,0.010953918000137354,Low,Excellent
,2016-07-28 14:46:23+00:00,8.97,,0.967,8.77,872.45,6.43,1.04,10.62,28,,47.4,75.9,,28,14,886,Thursday,7,2016-07-28,False,907.24,0.010281391483752652,Low,Excellent
,2016-07-28 14:47:22+00:00,8.97,,0.969,8.67,875.01,6.48,1.04,10.62,28,,47.3,75.9,,28,14,887,Thursday,7,2016-07-28,False,909.75,0.010251311413583845,Low,Excellent
,2016-07-28 14:48:21+00:00,8.97,,0.968,7.91,872.03,6.41,1.04,11.22,28,,47.0,76.0,,28,14,888,Thursday,7,2016-07-28,False,906.54,0.010286343359746798,Low,Excellent
,2016-07-28 14:49:24+00:00,8.77,,0.971,7.84,873.48,6.45,1.039,11.22,28,,47.2,76.1,,28,14,889,Thursday,7,2016-07-28,False,907.7600000000001,0.010040298575811695,Low,Excellent
,2016-07-28 14:50:25+00:00,8.67,,0.969,9.01,875.08,6.45,1.04,11.22,28,,47.2,76.3,,28,14,890,Thursday,7,2016-07-28,False,910.4300000000001,0.009907665584860812,Low,Excellent
,2016-07-28 14:51:21+00:00,8.67,,0.971,8.94,876.21,6.45,1.04,11.22,28,,46.8,76.3,,28,14,891,Thursday,7,2016-07-28,False,911.4900000000001,0.009894888211730065,Low,Excellent
,2016-07-28 14:52:22+00:00,8.27,,0.971,8.41,875.21,6.42,1.04,11.52,28,,47.2,76.4,,28,14,892,Thursday,7,2016-07-28,False,909.8299999999999,0.009449160772843088,Low,Excellent
,2016-07-28 14:53:20+00:00,8.27,,0.975,8.44,876.09,6.42,1.04,11.52,28,,47.3,76.5,,28,14,893,Thursday,7,2016-07-28,False,910.74,0.009439669440354301,Low,Excellent
,2016-07-28 14:54:21+00:00,8.47,,0.973,8.04,875.83,6.4,1.039,11.22,28,,47.3,76.6,,28,14,894,Thursday,7,2016-07-28,False,909.96,0.009670826530262723,Low,Excellent
,2016-07-28 14:55:24+00:00,8.57,,0.972,7.94,875.99,6.5,1.039,11.22,28,,47.1,76.7,,28,14,895,Thursday,7,2016-07-28,False,910.22,0.009783216703387025,Low,Excellent
,2016-07-28 14:56:23+00:00,8.47,,0.971,8.54,874.67,6.45,1.04,11.22,28,,46.7,76.8,,28,14,896,Thursday,7,2016-07-28,False,909.35,0.009683652120228202,Low,Excellent
,2016-07-28 14:57:21+00:00,8.57,,0.971,8.54,872.99,6.45,1.04,11.22,28,,46.8,76.9,,28,14,897,Thursday,7,2016-07-28,False,907.7700000000001,0.009816836389878464,Low,Excellent
,2016-07-28 14:58:22+00:00,8.37,,0.973,9.04,873.77,6.45,1.04,11.32,28,,46.4,77.0,,28,14,898,Thursday,7,2016-07-28,False,908.95,0.009579179875710999,Low,Excellent
,2016-07-28 14:59:24+00:00,8.47,,0.975,8.81,876.25,6.43,1.04,11.12,28,,46.5,77.1,,28,14,899,Thursday,7,2016-07-28,False,911.0799999999999,0.009666191155492155,Low,Excellent
,2016-07-28 15:00:22+00:00,8.77,,0.969,8.24,873.95,6.43,1.04,11.42,28,,46.8,77.2,,28,15,900,Thursday,7,2016-07-28,False,908.81,0.010034899021683162,Low,Excellent
,2016-07-28 15:01:24+00:00,8.77,,0.969,8.21,873.37,6.43,1.041,12.22,28,,45.8,77.3,,28,15,901,Thursday,7,2016-07-28,False,909.0,0.010041563140478835,Low,Excellent
,2016-07-28 15:02:23+00:00,8.77,,0.963,7.64,879.17,6.45,1.039,11.62,28,,45.6,77.4,,28,15,902,Thursday,7,2016-07-28,False,913.65,0.009975317629127473,Low,Excellent
,2016-07-28 15:03:20+00:00,8.77,,0.967,7.54,867.96,6.5,1.04,11.63,28,,45.8,77.4,,28,15,903,Thursday,7,2016-07-28,False,902.4,0.010104152265081339,Low,Excellent
,2016-07-28 15:04:21+00:00,9.17,,0.968,8.34,871.25,6.48,1.04,10.82,28,,45.2,77.6,,28,15,904,Thursday,7,2016-07-28,False,906.0600000000001,0.010525107604017217,Low,Excellent
,2016-07-28 15:05:23+00:00,9.37,,0.968,8.44,869.5,6.96,1.041,11.22,28,,45.2,77.6,,28,15,905,Thursday,7,2016-07-28,False,905.49,0.010776308223116733,Low,Excellent
,2016-07-28 15:06:24+00:00,9.77,,0.968,9.01,869.52,6.98,1.043,11.72,28,,45.2,78.1,,28,15,906,Thursday,7,2016-07-28,False,907.0,0.011236084276382372,Low,Excellent
,2016-07-28 15:07:22+00:00,9.77,,0.971,9.09,867.5,6.98,1.043,11.73,28,,44.7,78.2,,28,15,907,Thursday,7,2016-07-28,False,905.07,0.011262247838616714,Low,Excellent
,2016-07-28 15:08:21+00:00,9.77,,0.973,8.71,868.98,6.93,1.043,11.73,28,,44.9,78.3,,28,15,908,Thursday,7,2016-07-28,False,906.12,0.011243066583810904,Low,Excellent
,2016-07-28 15:09:23+00:00,9.97,,0.972,8.74,868.26,6.96,1.043,11.72,28,,45.0,78.4,,28,15,909,Thursday,7,2016-07-28,False,905.6500000000001,0.011482735586114758,Low,Excellent
,2016-07-28 15:10:22+00:00,9.77,,0.977,9.04,868.89,6.98,1.043,11.62,28,,44.7,78.6,,28,15,910,Thursday,7,2016-07-28,False,906.3,0.011244231145484469,Low,Excellent
,2016-07-28 15:11:21+00:00,9.77,,0.975,9.04,868.69,6.98,1.043,11.62,28,,44.6,78.6,,28,15,911,Thursday,7,2016-07-28,False,906.1,0.01124681992425376,Low,Excellent
,2016-07-28 15:12:21+00:00,9.77,,0.975,9.66,872.75,6.96,1.043,11.02,28,,44.6,78.7,,28,15,912,Thursday,7,2016-07-28,False,910.16,0.011194500143225436,Low,Excellent
,2016-07-28 15:13:20+00:00,9.97,,0.974,9.64,876.21,6.98,1.043,11.02,28,,44.8,78.6,,28,15,913,Thursday,7,2016-07-28,False,913.82,0.011378550804030997,Low,Excellent
,2016-07-28 15:14:23+00:00,10.27,,0.972,9.22,876.48,6.96,1.043,11.42,28,,45.5,78.4,,28,15,914,Thursday,7,2016-07-28,False,914.35,0.011717323840817816,Low,Excellent
,2016-07-28 15:15:25+00:00,10.27,,0.975,8.81,874.48,6.98,1.043,11.52,28,,45.6,78.1,,28,15,915,Thursday,7,2016-07-28,False,912.0600000000001,0.011744122221205744,Low,Excellent
,2016-07-28 15:16:24+00:00,9.87,,0.967,8.44,876.06,6.98,1.042,11.72,28,,45.6,77.6,,28,15,916,Thursday,7,2016-07-28,False,913.0699999999999,0.011266351619752072,Low,Excellent
,2016-07-28 15:17:20+00:00,9.87,,0.973,8.54,876.77,6.95,1.042,11.72,28,,46.0,77.5,,28,15,917,Thursday,7,2016-07-28,False,913.85,0.011257228235455136,Low,Excellent
,2016-07-28 15:18:20+00:00,10.27,,0.973,9.24,879.01,6.99,1.042,10.62,28,,46.6,77.3,,28,15,918,Thursday,7,2016-07-28,False,916.13,0.011683598593872652,Low,Excellent
,2016-07-28 15:19:24+00:00,10.17,,0.977,9.19,878.48,6.93,1.042,10.62,28,,46.8,76.9,,28,15,919,Thursday,7,2016-07-28,False,915.39,0.011576814497768873,Low,Excellent
,2016-07-28 15:20:23+00:00,10.17,,0.981,9.99,878.79,6.93,1.044,11.62,28,,47.4,76.8,,28,15,920,Thursday,7,2016-07-28,False,917.4999999999999,0.011572730686512137,Low,Excellent
,2016-07-28 15:21:24+00:00,10.17,,0.982,10.02,881.2,7.01,1.044,11.62,28,,47.9,76.7,,28,15,921,Thursday,7,2016-07-28,False,920.0200000000001,0.011541080344984111,Low,Excellent
,2016-07-28 15:22:21+00:00,10.37,,0.978,9.82,883.73,7.01,1.043,11.22,28,,48.1,76.4,,28,15,922,Thursday,7,2016-07-28,False,922.1500000000001,0.0117343532526903,Low,Excellent
,2016-07-28 15:23:20+00:00,10.37,,0.979,9.72,881.6,6.98,1.044,11.42,28,,48.3,76.2,,28,15,923,Thursday,7,2016-07-28,False,920.09,0.011762704174228674,Low,Excellent
,2016-07-28 15:24:23+00:00,10.57,,0.98,8.94,878.99,6.99,1.043,11.42,28,,48.6,76.2,,28,15,924,Thursday,7,2016-07-28,False,916.91,0.01202516524647607,Low,Excellent
,2016-07-28 15:25:22+00:00,10.47,,0.974,8.94,880.51,6.96,1.043,11.42,28,,48.3,76.1,,28,15,925,Thursday,7,2016-07-28,False,918.3,0.011890835992776913,Low,Excellent
,2016-07-28 15:26:21+00:00,10.47,,0.974,8.34,879.83,7.01,1.043,12.02,28,,48.3,75.9,,28,15,926,Thursday,7,2016-07-28,False,917.6700000000001,0.011900026141413682,Low,Excellent
,2016-07-28 15:27:21+00:00,10.47,,0.965,8.42,880.71,6.98,1.042,11.32,28,,49.0,75.7,,28,15,927,Thursday,7,2016-07-28,False,917.9000000000001,0.01188813570868958,Low,Excellent
,2016-07-28 15:28:19+00:00,10.07,,0.97,8.22,882.32,6.98,1.041,11.12,28,,49.0,75.6,,28,15,928,Thursday,7,2016-07-28,False,918.71,0.01141309275546287,Low,Excellent
,2016-07-28 15:29:23+00:00,10.07,,0.973,8.22,892.36,6.98,1.041,11.42,28,,49.2,75.6,,28,15,929,Thursday,7,2016-07-28,False,929.05,0.011284683311667936,Low,Excellent
,2016-07-28 15:30:23+00:00,10.47,,0.974,8.89,900.67,6.95,1.043,12.22,28,,49.0,75.5,,28,15,930,Thursday,7,2016-07-28,False,939.2,0.011624679405331588,Medium,Excellent
,2016-07-28 15:31:24+00:00,10.17,,0.977,8.92,904.15,7.01,1.042,12.22,28,,49.7,75.5,,28,15,931,Thursday,7,2016-07-28,False,942.47,0.011248133606149423,Medium,Excellent
,2016-07-28 15:32:21+00:00,10.17,,0.976,9.12,903.76,6.96,1.041,11.22,28,,50.1,75.5,,28,15,932,Thursday,7,2016-07-28,False,941.23,0.011252987518810304,Medium,Excellent
,2016-07-28 15:33:20+00:00,10.17,,0.974,9.12,903.59,6.96,1.041,11.22,28,,50.6,75.4,,28,15,933,Thursday,7,2016-07-28,False,941.0600000000001,0.01125510463816554,Medium,Excellent
,2016-07-28 15:34:24+00:00,9.67,,0.973,8.49,901.01,6.96,1.041,11.42,28,,51.4,75.4,,28,15,934,Thursday,7,2016-07-28,False,937.55,0.010732400306322904,Medium,Excellent
,2016-07-28 15:35:24+00:00,9.57,,0.972,8.52,899.49,6.93,1.04,11.02,28,,51.9,75.4,,28,15,935,Thursday,7,2016-07-28,False,935.53,0.01063936230530634,Medium,Excellent
,2016-07-28 15:36:22+00:00,9.87,,0.975,8.19,900.82,6.48,1.04,11.12,28,,52.8,75.4,,28,15,936,Thursday,7,2016-07-28,False,936.48,0.010956683910215136,Medium,Excellent
,2016-07-28 15:37:22+00:00,9.67,,0.973,8.22,904.07,6.45,1.039,11.12,28,,53.2,75.3,,28,15,937,Thursday,7,2016-07-28,False,939.5300000000001,0.010696074419016226,Medium,Excellent
,2016-07-28 15:38:20+00:00,9.87,,0.975,8.92,903.09,6.48,1.041,11.52,28,,54.0,75.2,,28,15,938,Thursday,7,2016-07-28,False,939.88,0.010929143274756668,Medium,Excellent
,2016-07-28 15:39:24+00:00,10.07,,0.974,8.59,903.18,6.45,1.041,11.52,28,,54.8,75.2,,28,15,939,Thursday,7,2016-07-28,False,939.81,0.011149494010053367,Medium,Excellent
,2016-07-28 15:40:23+00:00,10.37,,0.976,8.22,903.61,6.45,1.04,10.92,28,,55.0,75.1,,28,15,940,Thursday,7,2016-07-28,False,939.57,0.011476189949203748,Medium,Excellent
,2016-07-28 15:41:21+00:00,10.37,,0.978,8.32,903.61,6.45,1.04,11.12,28,,55.2,75.0,,28,15,941,Thursday,7,2016-07-28,False,939.87,0.011476189949203748,Medium,Excellent
,2016-07-28 15:42:23+00:00,11.37,,0.978,8.89,900.96,7.71,1.043,10.92,28,,56.0,74.8,,28,15,942,Thursday,7,2016-07-28,False,939.85,0.012619872136387851,Medium,Excellent
,2016-07-28 15:43:20+00:00,11.57,,0.979,8.92,901.45,7.89,1.044,10.92,28,,56.3,74.6,,28,15,943,Thursday,7,2016-07-28,False,940.75,0.012834877142381717,Medium,Excellent
,2016-07-28 15:44:21+00:00,12.27,,0.977,7.92,905.06,7.94,1.043,11.12,28,,56.5,74.5,,28,15,944,Thursday,7,2016-07-28,False,944.3100000000001,0.013557112235652886,Medium,Excellent
,2016-07-28 15:45:24+00:00,12.27,,0.976,7.92,904.67,7.86,1.044,11.72,28,,56.8,74.4,,28,15,945,Thursday,7,2016-07-28,False,944.4399999999999,0.013562956658228967,Medium,Excellent
,2016-07-28 15:46:25+00:00,13.17,,0.983,8.22,904.66,7.86,1.045,11.72,28,,56.8,74.3,,28,15,946,Thursday,7,2016-07-28,False,945.63,0.014557955474985078,Medium,Excellent
,2016-07-28 15:47:23+00:00,13.57,,0.979,8.32,904.96,7.89,1.046,11.72,28,,57.1,74.1,,28,15,947,Thursday,7,2016-07-28,False,946.46,0.014995137906647808,Medium,Excellent
,2016-07-28 15:48:22+00:00,14.07,,0.982,9.12,904.01,7.91,1.047,11.52,28,,57.0,74.0,,28,15,948,Thursday,7,2016-07-28,False,946.63,0.01556398712403624,Medium,Excellent
,2016-07-28 15:49:24+00:00,14.17,,0.983,9.22,903.8,7.92,1.047,11.52,28,,57.1,73.7,,28,15,949,Thursday,7,2016-07-28,False,946.6299999999999,0.01567824739986723,Medium,Excellent
,2016-07-28 15:50:24+00:00,14.87,,0.985,9.02,901.51,7.89,1.048,11.32,28,,57.3,73.5,,28,15,950,Thursday,7,2016-07-28,False,944.61,0.01649454803607281,Medium,Excellent
,2016-07-28 15:51:22+00:00,14.97,,0.984,8.99,904.27,7.86,1.048,11.32,28,,57.0,73.3,,28,15,951,Thursday,7,2016-07-28,False,947.4100000000001,0.01655479005164387,Medium,Excellent
,2016-07-28 15:52:22+00:00,15.37,,0.987,9.89,904.3,8.25,1.05,11.62,28,,57.0,73.2,,28,15,952,Thursday,7,2016-07-28,False,949.43,0.01699657193409267,Medium,Excellent
,2016-07-28 15:53:21+00:00,15.37,,0.984,9.92,902.92,8.42,1.05,11.52,28,,57.1,73.1,,28,15,953,Thursday,7,2016-07-28,False,948.1499999999999,0.017022549063039915,Medium,Excellent
,2016-07-28 15:54:22+00:00,15.47,,0.983,10.02,900.81,8.41,1.05,11.52,28,,57.2,73.1,,28,15,954,Thursday,7,2016-07-28,False,946.2299999999999,0.01717343279936946,Medium,Excellent
,2016-07-28 15:55:23+00:00,15.47,,0.981,9.99,902.97,8.37,1.05,11.52,28,,57.5,73.2,,28,15,955,Thursday,7,2016-07-28,False,948.32,0.017132352126870216,Medium,Excellent
,2016-07-28 15:56:23+00:00,15.57,,0.976,9.42,903.47,8.42,1.049,10.92,28,,57.5,73.3,,28,15,956,Thursday,7,2016-07-28,False,947.8,0.017233555071004016,Medium,Excellent
,2016-07-28 15:57:21+00:00,15.57,,0.978,9.39,902.23,8.36,1.05,11.82,28,,57.8,73.3,,28,15,957,Thursday,7,2016-07-28,False,947.3700000000001,0.01725724039324784,Medium,Excellent
,2016-07-28 15:58:20+00:00,14.87,,0.973,8.72,901.57,8.39,1.049,12.02,28,,57.8,73.4,,28,15,958,Thursday,7,2016-07-28,False,945.57,0.016493450314451454,Medium,Excellent
,2016-07-28 15:59:25+00:00,14.77,,0.973,8.72,903.61,8.42,1.048,11.82,28,,57.5,73.4,,28,15,959,Thursday,7,2016-07-28,False,947.34,0.016345547304700035,Medium,Excellent
,2016-07-28 16:00:23+00:00,14.87,,0.976,9.29,902.96,8.37,1.049,11.32,28,,57.5,73.5,,28,16,960,Thursday,7,2016-07-28,False,946.8100000000001,0.01646806060069106,Medium,Excellent
,2016-07-28 16:01:24+00:00,14.67,,0.978,9.32,903.3,8.42,1.048,11.32,28,,57.5,73.6,,28,16,961,Thursday,7,2016-07-28,False,947.03,0.01624045167718366,Medium,Excellent
,2016-07-28 16:02:24+00:00,14.47,,0.981,9.09,904.07,8.37,1.049,11.92,28,,57.1,73.6,,28,16,962,Thursday,7,2016-07-28,False,947.9200000000001,0.01600539781211632,Medium,Excellent
,2016-07-28 16:03:22+00:00,14.47,,0.979,9.39,899.88,7.91,1.048,11.22,28,,57.1,73.7,,28,16,963,Thursday,7,2016-07-28,False,942.87,0.01607992176734676,Medium,Excellent
,2016-07-28 16:04:23+00:00,13.97,,0.981,9.52,898.6,7.89,1.047,11.22,28,,57.6,73.7,,28,16,964,Thursday,7,2016-07-28,False,941.2,0.015546405519697307,Medium,Excellent
,2016-07-28 16:05:24+00:00,13.77,,0.983,9.52,897.38,7.89,1.047,10.72,28,,57.8,73.8,,28,16,965,Thursday,7,2016-07-28,False,939.28,0.015344670039448172,Medium,Excellent
,2016-07-28 16:06:22+00:00,13.47,,0.98,9.06,899.34,7.84,1.046,11.22,28,,58.0,73.9,,28,16,966,Thursday,7,2016-07-28,False,940.9300000000001,0.014977650276869705,Medium,Excellent
,2016-07-28 16:07:22+00:00,13.37,,0.984,9.09,901.52,7.86,1.046,11.22,28,,57.9,73.8,,28,16,967,Thursday,7,2016-07-28,False,943.0600000000001,0.01483050847457627,Medium,Excellent
